White,Black,Chinese_Other,Subcont
93,3,3,1
90,6,3,1
92,3,4,1
89,5,4,2
88,5,5,2
88,4,4,4
91,4,3,2
89,6,4,1
88,3,4,5
93,2,3,2
90,6,3,1
98,0,2,0
99,0,1,0
98,0,1,0
97,0,2,0
99,0,1,0
98,0,1,1
96,1,3,1
96,1,2,1
94,2,3,1
96,0,2,1
95,1,3,1
96,1,2,1
97,0,2,1
98,0,1,0
97,1,2,1
95,1,3,0
95,1,3,1
97,1,2,1
98,1,1,0
97,0,2,1
93,2,3,1
93,1,4,1
93,1,4,2
93,1,4,2
89,2,6,3
92,2,4,2
95,1,3,1
97,1,2,1
97,1,1,1
95,1,3,1
97,1,1,1
98,0,1,0
95,1,3,1
97,1,2,1
96,1,2,1
98,0,1,0
97,1,2,0
97,1,2,0
98,1,1,0
97,0,2,1
93,1,4,2
94,2,3,2
94,2,3,2
93,1,4,2
90,2,4,4
93,1,3,2
93,1,4,2
90,2,5,3
87,3,6,4
97,1,2,1
92,1,4,3
96,1,2,1
94,1,4,1
95,1,2,2
97,1,2,0
96,1,2,1
98,0,1,0
97,0,2,1
97,1,2,1
97,1,2,1
97,1,2,1
89,2,7,2
98,0,2,0
88,2,7,3
87,2,8,3
83,4,11,2
93,1,4,2
98,0,2,0
90,2,7,1
95,1,3,1
92,1,5,1
95,0,4,1
90,4,6,0
94,1,5,1
84,3,11,2
93,2,4,1
98,0,1,0
99,0,1,0
99,0,1,0
93,1,4,2
96,1,2,1
96,0,2,1
97,0,2,1
97,1,2,0
94,1,4,1
94,1,3,2
91,4,4,1
91,4,4,2
92,3,4,1
96,1,2,1
92,2,4,1
90,1,4,4
91,2,4,3
89,1,5,4
88,2,6,4
77,3,7,13
66,6,10,19
94,2,3,1
91,3,4,2
86,5,5,4
83,4,6,7
90,2,5,2
92,3,4,1
85,5,5,4
91,3,4,2
91,3,4,2
90,4,4,1
88,7,4,1
99,0,1,0
98,0,1,0
98,1,1,0
97,0,2,1
98,0,1,1
98,0,1,0
98,0,1,0
98,0,2,0
99,0,1,0
97,1,2,0
98,0,2,0
97,1,2,1
96,1,2,1
97,0,2,1
97,1,2,1
97,1,2,0
97,0,2,1
98,0,2,0
96,0,3,0
98,0,1,0
98,0,2,0
98,0,2,0
98,0,1,0
97,1,2,1
98,0,1,0
98,0,1,0
98,0,1,0
98,0,2,0
98,0,2,0
99,0,1,0
97,0,2,0
97,0,2,1
98,0,2,0
95,1,4,1
97,0,2,0
98,0,2,0
98,0,2,0
95,1,4,1
98,0,1,0
97,1,2,1
97,0,2,1
95,1,3,1
97,1,2,0
97,1,2,0
97,1,2,1
96,1,2,1
95,1,3,1
95,1,3,1
95,1,3,1
90,5,4,1
91,3,4,1
91,2,5,2
90,4,5,1
91,3,5,1
89,5,5,1
92,3,5,1
85,7,6,2
75,15,8,2
96,1,2,1
96,1,3,0
96,0,3,1
97,0,3,1
82,6,6,6
96,0,3,1
87,5,4,4
84,5,5,5
95,0,3,1
92,2,5,2
93,2,4,2
95,0,3,1
89,2,4,4
97,0,2,1
87,3,6,4
93,2,3,2
90,2,4,5
92,1,4,3
86,3,4,7
83,3,5,9
91,3,4,2
94,1,4,2
98,0,1,1
98,1,1,0
96,1,3,1
95,1,3,1
92,2,5,2
97,0,2,1
93,1,4,1
94,1,4,2
97,0,2,0
97,0,2,1
96,1,2,1
95,1,3,1
95,1,2,1
97,0,2,0
96,1,3,1
95,1,3,1
94,1,3,2
96,1,2,1
88,2,6,4
90,2,5,3
87,3,6,4
90,2,6,2
89,1,6,4
83,7,6,3
81,8,8,3
82,3,8,7
84,6,7,3
80,4,7,9
80,8,9,4
86,3,6,5
86,1,6,6
94,2,3,1
96,1,3,0
92,2,4,2
94,1,4,2
92,2,4,2
84,2,7,7
84,3,8,5
87,2,6,5
83,3,7,6
79,4,8,9
82,3,7,7
88,3,6,3
88,2,6,4
96,1,3,1
95,1,3,1
92,1,4,2
93,1,5,1
94,1,4,2
96,1,3,1
93,1,3,3
95,1,3,2
92,1,4,3
90,2,4,4
84,2,7,7
91,1,5,3
82,2,7,9
87,2,6,5
85,2,8,5
94,1,4,2
87,2,7,4
79,3,9,9
79,4,7,10
80,2,11,7
90,2,5,3
91,1,4,4
79,7,8,6
87,2,7,4
87,4,6,3
91,3,4,3
90,2,5,3
88,3,5,4
88,4,6,3
83,4,8,5
90,3,6,2
88,5,6,2
91,3,4,2
93,2,3,1
93,1,3,2
87,3,5,5
94,1,3,2
77,1,7,15
93,0,3,3
89,1,5,5
89,1,5,4
88,2,5,4
91,1,4,4
82,3,6,10
61,1,9,29
87,5,5,3
84,5,6,5
81,6,8,5
80,7,8,5
70,5,10,15
79,4,8,9
71,7,10,12
74,4,10,12
70,3,10,17
68,7,12,13
51,9,15,26
60,8,11,21
83,3,6,8
93,1,4,2
90,2,4,4
92,2,5,2
90,3,4,3
89,3,4,3
91,1,5,2
86,5,7,2
87,3,7,3
84,4,7,4
69,10,14,8
80,6,8,7
73,8,11,8
72,9,11,8
88,3,6,3
91,1,5,3
92,1,4,2
98,1,1,0
99,0,1,0
98,0,2,0
99,0,1,0
98,0,2,0
99,0,1,0
97,1,2,1
99,0,1,0
98,0,1,0
96,2,2,1
97,0,2,0
98,0,2,0
98,0,1,0
99,0,1,0
95,0,4,1
95,1,4,1
95,1,3,1
99,0,1,0
99,0,1,0
98,0,1,0
98,0,1,0
99,0,1,0
97,0,2,1
97,1,2,0
98,0,1,0
97,0,2,1
98,0,2,0
97,0,2,1
97,0,2,1
98,0,1,1
98,0,1,0
98,0,2,0
95,1,4,1
98,0,2,0
98,0,1,0
99,0,1,0
99,0,1,0
98,0,2,0
97,0,2,0
95,1,3,0
92,1,6,1
96,1,3,0
98,0,1,0
97,1,2,0
95,1,2,2
95,0,2,3
99,0,1,0
98,0,2,0
98,0,1,0
99,0,1,0
99,0,1,0
99,0,1,0
95,1,2,2
98,0,2,0
96,1,3,1
98,0,1,0
97,0,2,0
90,1,5,4
96,0,3,1
99,0,1,0
99,0,1,0
98,0,2,1
99,0,1,0
98,0,1,0
98,0,2,0
98,0,1,0
96,1,2,1
99,0,1,0
99,0,1,0
98,0,2,0
99,0,1,0
99,0,1,0
99,0,1,0
99,0,1,0
99,0,1,0
99,0,1,0
99,0,1,0
98,0,1,0
98,1,1,0
99,0,1,0
99,0,1,0
93,2,4,1
94,2,4,1
93,2,4,2
95,1,3,1
87,3,8,2
92,2,5,1
90,2,6,2
93,1,5,1
80,3,15,3
91,1,5,2
92,1,4,3
92,1,4,2
87,2,7,4
93,1,4,2
96,1,3,1
94,1,3,2
97,1,2,1
97,0,2,0
98,0,2,0
98,0,1,0
97,0,2,1
98,0,1,0
99,0,1,0
98,0,1,0
98,0,1,0
99,0,1,0
98,0,1,0
99,0,1,0
97,1,2,1
99,0,1,0
99,0,1,0
98,0,2,0
98,0,2,0
96,1,3,0
99,0,1,0
97,1,2,1
98,0,2,0
99,0,1,0
98,0,1,0
98,0,2,0
96,1,3,0
86,5,9,0
87,4,8,0
93,2,5,1
92,2,5,0
94,1,3,2
93,1,4,2
90,3,6,1
94,1,4,1
91,2,6,1
91,1,5,3
90,2,6,3
83,4,9,4
84,3,7,6
90,1,6,3
92,1,4,3
85,4,7,4
88,2,6,4
89,3,7,1
96,1,3,0
85,3,7,5
91,3,6,0
90,3,5,2
99,0,1,0
98,0,1,0
98,0,1,0
98,0,2,0
99,0,1,0
98,0,1,0
98,0,1,0
97,0,2,0
98,0,1,0
97,0,2,0
95,2,3,0
98,0,1,0
99,0,1,0
97,1,2,0
96,0,3,1
98,0,1,0
95,1,3,1
95,1,4,1
97,0,2,0
98,0,1,0
94,0,3,3
99,0,1,0
92,3,3,1
96,1,3,1
95,1,3,1
95,1,3,1
99,0,1,0
97,0,2,1
99,0,1,0
98,0,2,0
98,0,2,0
98,0,1,0
96,1,2,1
96,0,2,1
95,1,3,1
94,1,3,2
93,1,4,2
98,0,2,0
97,0,2,1
97,0,3,0
94,1,3,2
96,1,2,1
98,0,2,0
98,0,1,0
96,0,2,1
98,0,2,0
99,0,1,0
96,1,3,0
98,0,1,0
97,0,2,0
98,0,1,0
98,0,1,0
98,0,1,0
98,0,2,0
98,0,2,0
99,0,1,0
79,6,12,3
85,2,11,3
78,6,12,4
76,2,16,5
74,5,16,6
77,4,13,6
63,12,16,10
70,4,20,6
68,10,14,8
70,7,15,7
78,2,15,5
64,12,15,9
63,13,17,7
67,10,15,8
66,11,15,8
76,4,14,6
60,6,23,10
77,6,12,5
59,12,16,13
58,14,20,8
69,9,15,7
47,15,17,21
48,11,20,21
45,15,20,20
57,8,22,13
57,6,26,11
59,9,15,17
64,5,22,9
79,3,12,6
71,9,16,3
43,29,22,6
69,13,15,3
57,20,16,7
60,15,13,13
66,13,16,5
67,14,15,4
68,12,12,9
46,28,16,11
51,21,13,15
71,13,13,3
31,48,16,6
55,23,16,6
50,27,14,9
40,35,18,7
54,25,16,5
49,31,16,4
37,39,18,6
63,20,12,5
63,17,16,4
59,24,13,4
61,19,15,5
46,31,16,7
50,27,18,5
52,23,20,5
60,18,19,3
40,32,18,10
50,26,16,9
50,21,25,4
37,36,23,4
61,16,19,4
58,20,18,4
61,16,19,4
64,16,16,4
69,11,16,3
70,11,16,3
73,9,14,3
76,8,14,3
69,11,18,2
61,8,26,5
64,15,18,4
74,6,16,3
58,17,22,4
64,13,19,4
74,7,16,3
80,4,13,3
76,8,13,3
81,5,12,2
77,9,13,2
84,4,9,3
67,12,18,3
86,3,9,2
75,9,13,3
61,16,16,7
38,42,16,4
62,17,15,6
50,25,19,6
45,31,19,4
62,14,17,7
51,20,21,8
81,5,11,3
56,19,18,7
42,34,19,6
43,33,19,5
46,33,17,4
82,3,12,2
42,32,19,7
54,21,18,7
79,5,13,2
47,30,17,6
59,15,18,9
66,14,16,4
83,5,10,2
84,5,9,3
64,12,17,7
51,25,19,5
44,33,19,5
48,28,18,6
62,14,17,7
73,12,13,2
65,14,17,4
78,6,13,4
66,12,16,6
51,28,16,4
83,4,10,3
79,6,13,2
83,4,11,2
72,13,13,2
40,39,18,3
61,20,16,4
68,14,13,4
66,15,13,5
69,13,16,3
48,28,18,6
73,11,12,5
68,10,17,4
79,6,12,3
71,13,13,4
66,16,14,4
67,12,17,4
62,18,16,4
77,8,12,3
72,11,13,3
62,16,17,5
72,11,13,4
81,5,11,3
71,12,13,4
56,17,18,10
80,6,12,3
69,9,17,5
69,8,16,6
64,14,17,4
44,24,28,4
56,17,24,3
69,11,19,2
63,15,20,2
54,19,25,2
78,4,16,2
80,4,15,1
79,2,17,2
67,5,25,3
73,2,21,4
74,1,22,3
79,1,17,2
65,3,28,4
71,5,21,3
60,6,30,5
79,1,17,2
75,4,18,3
85,2,12,2
83,2,13,2
82,2,14,2
64,9,23,4
53,29,15,3
59,24,15,2
63,19,15,3
60,24,14,2
53,30,15,2
48,34,15,2
49,33,15,2
35,48,15,2
57,28,14,2
39,42,17,3
71,17,10,2
74,14,10,2
63,20,15,3
70,18,10,2
50,34,13,3
61,25,11,2
54,31,13,2
82,8,8,2
63,22,12,2
53,30,14,3
44,37,15,3
72,15,9,4
38,45,15,2
62,22,13,3
63,21,12,4
59,23,14,3
61,23,13,3
64,15,13,8
58,23,13,5
44,38,14,3
60,22,13,5
56,29,13,2
55,24,13,8
40,31,13,16
60,13,23,5
44,33,21,2
34,39,24,2
43,36,19,2
53,27,18,2
56,25,17,2
64,19,15,3
61,20,14,5
77,10,11,2
45,35,18,2
54,24,19,3
47,29,20,5
66,17,14,2
55,24,17,4
58,22,16,4
66,16,14,4
51,29,17,4
38,40,20,3
62,22,13,2
43,36,18,3
66,17,14,3
44,36,17,3
64,17,15,4
59,24,15,2
43,34,18,4
52,31,15,2
56,26,15,3
57,26,14,3
50,34,14,2
48,31,19,2
61,25,12,2
57,26,14,2
47,35,16,2
59,23,14,3
59,24,16,2
58,24,16,2
38,37,22,3
31,27,14,28
18,20,15,47
24,17,12,47
16,16,13,55
17,24,16,43
36,24,14,26
22,13,10,54
15,15,12,58
40,20,16,23
8,7,14,71
12,10,12,66
42,21,18,19
40,21,17,21
10,9,12,69
15,7,29,49
30,18,13,39
11,11,9,69
15,9,19,57
17,17,18,48
33,28,20,20
31,28,16,25
22,17,18,44
25,20,20,35
30,17,19,34
27,14,18,41
31,24,17,28
38,30,15,16
34,22,18,26
32,23,16,28
38,31,14,17
45,25,15,16
42,26,16,15
42,22,15,20
46,22,18,13
54,19,15,13
47,31,13,10
46,24,16,14
68,6,19,6
64,13,15,7
71,10,14,5
61,20,16,3
52,25,16,7
58,21,17,3
67,10,19,4
50,20,18,12
63,21,15,2
59,26,13,3
53,27,16,4
50,29,17,4
55,25,16,3
36,41,18,4
40,40,15,4
49,31,17,3
30,51,17,2
26,55,16,3
43,38,16,3
37,44,16,3
32,46,18,3
41,41,15,3
61,23,13,3
57,27,13,3
44,40,13,3
48,33,16,4
70,16,11,3
61,26,10,3
74,14,10,2
81,6,9,3
70,17,10,3
64,20,12,4
57,19,17,7
55,12,9,23
47,8,10,35
65,7,9,18
58,7,12,23
54,6,10,30
56,8,10,26
54,6,10,30
28,12,11,49
49,6,10,35
43,7,13,37
34,7,10,49
35,12,11,42
38,6,10,46
32,10,9,49
45,4,9,41
41,6,10,43
36,5,10,48
35,12,11,42
30,7,8,55
38,11,10,41
42,4,12,42
30,7,9,53
49,6,13,31
38,10,11,41
40,7,10,43
50,4,11,34
76,2,10,12
45,8,21,26
58,5,15,23
57,4,18,21
46,8,21,26
52,5,22,21
79,7,12,2
56,22,18,4
60,24,13,3
73,11,12,4
75,13,10,2
89,2,7,2
46,33,15,5
79,8,10,3
87,4,7,2
84,3,9,4
83,3,10,3
77,11,10,3
64,15,15,5
79,4,12,4
87,5,6,2
71,11,13,4
86,4,7,2
63,16,13,8
83,6,7,4
79,3,9,9
79,8,8,5
61,13,13,12
65,12,16,6
72,12,9,6
82,4,8,6
75,9,10,7
82,5,8,5
73,6,12,8
71,10,10,9
72,10,9,8
72,10,11,7
52,13,13,21
46,15,16,22
49,18,19,14
52,14,18,15
60,14,14,12
53,23,14,9
61,3,25,11
63,6,25,7
55,6,29,10
47,20,24,9
50,18,25,8
66,8,20,6
70,4,21,4
61,3,25,11
38,13,34,14
43,16,32,9
73,3,19,5
64,4,26,7
67,5,21,6
70,6,20,4
52,5,35,8
66,3,25,5
63,5,26,6
69,4,21,6
70,2,22,6
74,6,16,4
68,8,17,7
79,5,13,3
64,9,20,7
70,7,17,6
65,17,10,9
55,16,11,19
81,10,6,2
66,17,7,9
67,23,7,3
70,17,8,5
61,19,10,10
69,19,7,4
66,19,8,7
44,10,11,36
69,18,8,5
70,18,8,4
63,25,8,3
30,27,14,29
31,13,13,44
64,20,9,7
64,22,8,6
46,22,13,19
58,28,7,7
38,36,13,13
45,36,9,9
62,15,9,14
83,2,10,5
79,5,12,5
79,4,12,6
70,9,15,6
75,5,13,8
75,6,14,5
75,4,13,8
72,5,15,8
68,4,17,12
69,6,16,9
71,6,15,9
64,4,20,12
58,12,17,13
63,8,13,15
65,8,15,11
70,6,15,9
62,10,20,8
57,9,19,14
58,5,19,17
60,3,22,15
56,15,20,9
65,9,19,8
63,4,20,13
46,16,26,12
64,6,20,10
38,30,25,7
62,9,15,13
66,5,19,10
73,6,14,6
41,13,30,17
54,9,24,13
62,7,21,10
80,2,13,5
70,4,17,8
77,3,15,5
42,11,24,22
73,3,17,7
66,3,23,7
49,15,23,12
52,11,28,9
61,10,23,6
43,44,10,3
53,32,12,4
70,16,8,6
65,21,7,6
74,12,6,7
82,7,5,6
85,5,5,4
71,21,6,2
84,5,6,6
82,11,4,3
88,3,5,4
83,5,7,5
91,4,4,1
87,3,7,4
81,5,8,5
90,3,4,3
87,4,6,3
88,5,4,2
87,3,6,4
90,3,5,2
93,1,4,2
90,2,5,4
92,1,4,3
92,2,4,2
91,2,5,2
89,2,5,3
87,5,6,2
82,6,7,4
28,10,20,43
37,13,23,26
28,8,19,45
32,4,16,48
36,12,23,29
33,13,25,29
30,14,24,32
32,8,22,38
30,23,24,23
32,23,20,25
42,21,24,13
30,13,24,33
24,14,26,36
38,22,23,18
53,13,23,11
26,15,24,34
24,22,20,34
53,14,19,14
16,12,20,52
21,18,20,41
25,44,19,12
53,15,20,13
62,12,20,6
41,23,24,13
31,42,18,9
17,15,24,44
22,51,20,7
64,12,19,5
16,8,21,54
58,12,20,10
40,33,20,7
65,13,18,4
54,19,18,10
33,39,23,5
81,10,8,2
88,3,6,3
69,16,11,3
63,22,13,3
80,7,9,4
88,2,5,5
83,5,9,3
57,28,12,4
85,4,7,4
85,4,8,3
86,4,7,3
83,7,8,2
84,8,6,2
70,17,10,4
85,3,7,4
80,5,10,5
81,11,6,2
87,3,7,2
86,3,8,4
89,2,6,3
88,5,5,2
84,6,8,2
91,1,5,3
84,6,8,2
91,2,4,2
87,3,7,3
90,4,5,2
89,3,6,2
92,1,5,3
88,5,5,2
90,2,5,3
94,2,4,1
88,2,6,4
91,2,5,2
93,1,4,2
95,1,3,1
77,11,9,3
84,5,8,3
96,1,3,0
60,21,14,5
46,22,14,18
36,27,15,23
36,28,16,20
37,39,15,9
33,44,16,7
46,34,15,5
40,40,16,4
25,34,18,23
29,40,18,13
20,32,19,30
36,38,18,7
46,33,15,7
28,33,20,19
28,25,27,21
57,21,15,7
75,9,10,7
30,24,24,22
33,29,21,17
67,13,12,8
54,15,18,13
49,8,15,28
52,20,19,9
60,21,12,7
74,7,9,9
58,15,16,10
54,20,18,9
69,10,13,8
62,25,11,2
68,12,14,6
78,14,7,2
77,6,9,8
80,9,7,4
80,4,9,8
75,15,8,2
68,8,14,10
67,5,12,15
83,4,8,5
75,8,10,7
74,8,12,6
81,6,9,4
84,4,8,4
86,4,8,2
50,31,15,4
48,14,21,17
42,9,21,28
47,17,24,11
51,12,23,13
36,7,29,27
49,12,22,16
54,8,24,14
44,20,22,14
45,19,23,13
42,16,25,17
53,6,28,13
45,12,25,19
76,3,15,7
28,11,25,37
49,18,25,9
55,15,22,8
13,6,25,56
62,12,17,9
69,5,17,9
63,5,23,9
59,10,26,5
69,8,15,8
10,8,24,58
51,14,27,8
63,11,20,7
6,7,23,64
67,5,20,8
62,11,16,10
23,23,23,31
71,8,14,6
73,7,14,6
77,4,13,7
48,24,22,6
83,3,11,3
74,5,13,8
8,12,22,58
17,9,22,53
76,5,13,6
76,8,12,5
65,20,12,3
61,22,14,3
52,28,16,4
82,6,9,3
68,14,14,4
57,23,17,3
60,20,15,4
81,6,10,3
82,6,9,3
81,5,10,4
76,5,12,7
51,23,16,10
77,4,12,8
45,28,18,9
70,13,14,3
67,13,15,5
81,4,10,5
49,26,17,8
69,6,17,8
68,6,17,9
75,8,10,6
81,4,11,4
41,33,19,6
43,30,21,7
42,33,20,5
65,12,15,9
45,28,19,8
74,4,14,9
73,7,14,6
38,38,18,6
52,20,19,10
59,10,18,13
39,34,21,6
56,14,20,10
66,10,15,9
41,32,21,6
49,41,8,2
39,44,14,4
52,35,10,3
53,24,18,5
48,31,17,4
35,23,28,14
42,27,20,11
56,25,15,5
50,28,17,5
39,33,20,9
60,18,17,5
68,13,14,5
48,33,16,3
82,7,9,3
64,17,11,8
65,16,14,5
69,16,11,5
85,5,8,3
68,14,13,5
88,3,7,2
80,9,9,3
89,3,6,2
85,4,7,4
76,11,10,2
81,6,10,3
80,8,9,3
83,6,8,3
58,24,13,5
71,13,13,3
59,17,20,4
62,12,18,8
78,6,13,3
73,12,12,2
60,5,12,23
50,8,16,27
53,9,15,24
57,3,10,30
52,9,18,22
55,8,15,22
38,11,19,32
42,6,15,37
55,6,14,24
26,7,21,46
37,15,23,25
27,7,20,46
37,15,20,28
47,8,17,28
70,3,11,16
27,7,17,49
46,5,18,31
42,9,20,29
43,8,19,30
57,2,17,23
40,9,18,33
46,8,20,26
43,6,20,31
35,12,30,22
31,15,28,26
56,6,16,23
33,10,32,26
37,13,30,20
31,6,31,33
27,7,15,51
89,6,4,2
89,7,4,1
88,6,4,3
83,10,5,2
89,5,4,3
83,10,5,2
91,3,4,2
92,3,3,2
89,4,4,3
89,3,4,4
87,5,5,3
89,2,4,4
79,7,8,5
91,2,4,4
75,3,6,16
85,5,6,4
75,10,9,6
95,1,3,1
94,1,3,2
94,2,3,1
90,3,4,3
92,2,4,2
91,3,4,2
96,1,2,1
93,2,3,2
85,7,4,4
88,6,4,2
82,11,5,3
91,4,3,2
78,11,6,5
60,2,12,25
69,3,12,16
88,2,6,5
73,2,10,14
86,2,7,5
77,2,9,12
82,1,9,8
81,3,8,8
79,3,10,8
83,3,7,7
82,2,7,9
68,2,11,19
69,5,12,14
65,8,15,12
58,8,18,17
64,6,16,15
58,9,17,17
59,11,15,15
44,18,20,18
29,10,26,35
70,7,13,11
33,12,24,32
44,15,20,21
68,6,12,13
37,13,20,30
37,14,18,31
52,11,15,22
66,8,13,13
28,11,19,41
60,7,15,17
38,11,20,31
72,5,12,10
83,3,10,4
63,12,18,8
23,8,24,46
27,13,22,37
72,7,14,7
78,5,12,4
81,4,11,4
47,4,18,31
20,4,21,55
23,6,20,51
28,3,19,50
22,7,21,50
65,7,16,12
46,6,18,30
26,8,23,43
27,6,20,47
34,5,18,43
51,4,17,27
63,11,15,10
24,7,21,48
60,6,15,18
67,7,12,13
63,5,16,17
61,9,14,15
64,10,15,11
72,7,12,9
74,6,12,9
76,4,15,5
82,1,12,4
64,3,21,12
72,3,19,6
79,2,14,5
71,5,18,5
64,4,24,9
64,2,28,6
69,2,22,7
77,2,16,5
83,2,10,4
78,3,13,5
59,2,26,12
79,3,12,5
78,1,13,8
73,1,18,8
81,3,11,5
65,3,20,12
83,2,11,4
88,1,8,2
85,2,10,3
80,3,10,7
83,1,12,4
79,3,12,6
80,1,13,5
65,7,16,11
77,5,12,6
40,19,23,17
53,15,20,11
78,2,14,7
82,2,11,6
82,2,11,5
57,15,19,9
42,20,27,11
47,27,17,9
72,3,14,10
76,4,14,5
41,27,16,17
47,24,21,8
42,37,14,7
69,3,21,7
76,3,12,9
59,14,17,9
60,6,19,15
66,8,16,10
79,5,11,6
79,3,8,10
71,10,10,9
70,9,11,11
71,8,12,9
73,7,11,9
65,7,13,15
73,4,12,10
49,10,16,25
63,10,13,13
54,8,17,21
38,6,17,40
40,10,20,31
70,4,11,15
34,6,21,39
38,7,22,34
70,5,10,15
43,17,14,27
25,9,22,44
27,11,17,45
21,10,23,45
19,11,18,52
24,9,13,54
70,7,11,12
21,9,17,53
16,11,18,56
27,9,14,50
16,15,18,51
17,17,20,45
25,11,15,49
25,8,14,53
29,5,19,47
86,2,10,2
88,1,8,3
88,1,9,2
81,2,12,5
90,1,8,2
86,1,10,3
90,1,7,2
88,1,9,2
90,1,6,3
77,2,11,9
85,1,9,5
89,1,7,3
70,4,13,14
90,1,7,2
84,2,9,5
90,1,7,2
83,2,12,3
91,1,5,2
90,1,6,3
84,2,10,4
91,1,6,2
89,2,7,2
89,1,7,3
75,8,13,4
73,7,15,5
77,4,13,6
80,7,10,3
81,7,9,3
80,2,13,5
78,5,11,6
83,2,11,4
82,2,12,4
81,5,10,4
76,8,10,5
75,7,13,5
83,4,10,3
79,4,12,5
87,3,7,3
83,2,10,6
77,4,12,6
74,4,12,9
73,8,13,6
82,5,10,4
73,6,14,7
83,3,8,7
76,6,9,9
77,2,10,11
78,9,9,4
86,4,7,2
76,10,9,5
74,10,10,6
72,11,12,5
58,19,13,9
77,7,10,6
55,19,15,11
47,23,16,14
52,19,15,13
50,17,18,16
51,16,18,15
45,24,18,13
50,18,21,11
56,16,14,15
46,13,16,24
45,16,18,21
40,18,17,25
41,16,14,29
32,23,17,28
54,15,14,17
39,26,16,18
47,20,17,16
48,17,16,19
44,15,17,24
36,25,16,23
40,26,16,18
44,26,14,16
93,0,3,3
92,2,3,2
91,1,4,3
91,2,4,2
90,1,6,3
88,3,7,2
88,3,6,4
92,2,4,3
89,3,5,2
91,2,5,2
92,3,3,2
92,2,5,1
92,1,5,2
95,1,3,1
85,1,12,2
93,1,4,1
81,4,11,4
92,1,6,1
93,1,5,1
94,1,4,1
87,2,8,3
88,1,8,3
86,3,8,3
89,2,6,2
91,1,7,1
89,1,7,2
93,2,5,1
89,2,7,3
91,1,7,1
89,2,8,2
89,2,8,2
94,1,5,1
89,2,7,2
88,2,9,1
88,1,9,2
89,1,8,2
90,2,7,1
89,1,8,2
90,1,8,1
88,2,8,2
89,1,8,1
83,2,13,2
89,1,8,1
88,1,9,2
87,2,9,3
89,1,8,2
85,2,10,2
93,0,5,1
96,0,3,1
98,0,2,0
98,0,2,0
96,0,3,1
98,0,2,0
98,0,2,0
96,0,3,1
96,1,2,1
95,1,3,1
98,0,1,0
97,0,2,1
98,0,2,0
99,0,1,0
97,0,2,1
98,0,1,0
98,0,2,0
99,0,1,0
97,0,2,0
97,1,1,1
96,1,2,1
96,1,2,1
92,2,3,4
89,2,2,6
89,2,4,5
83,5,8,5
92,3,3,2
78,8,6,8
91,3,5,2
92,3,3,2
80,4,8,8
88,4,5,4
88,2,6,4
77,5,9,9
79,3,9,9
88,2,5,4
95,1,3,2
90,2,4,5
82,6,7,5
76,4,6,14
86,6,5,3
95,0,2,2
88,3,5,3
94,1,3,2
85,1,5,9
92,3,3,2
97,1,2,1
94,1,3,2
92,1,3,5
93,3,3,2
95,1,2,2
91,2,3,4
93,3,2,1
91,1,3,5
96,1,2,1
94,2,2,1
95,1,2,1
97,1,2,1
95,2,3,1
96,1,3,1
95,1,3,1
83,5,8,4
80,8,8,4
82,4,7,7
80,3,7,10
72,12,10,5
87,4,5,4
85,5,7,4
77,8,7,8
75,9,11,6
62,17,12,9
78,4,8,10
76,9,9,6
75,10,9,7
63,20,12,5
76,7,9,8
77,4,8,10
61,13,17,10
83,6,8,4
76,13,7,3
93,1,4,2
75,8,8,9
78,7,8,8
85,6,6,3
78,6,9,7
87,5,5,3
79,4,6,11
88,3,6,2
80,8,5,6
95,1,4,1
92,1,4,3
94,0,3,2
94,1,3,1
95,1,3,2
91,2,5,2
95,0,4,1
91,1,4,4
94,1,3,1
90,1,4,5
90,2,5,3
85,3,8,5
94,1,4,1
85,3,7,5
81,3,11,5
92,1,5,2
73,4,13,10
86,3,8,4
82,3,9,7
90,2,5,3
84,3,10,4
89,2,7,2
84,2,11,3
85,2,8,5
96,0,3,1
88,2,5,5
92,1,4,3
90,1,5,3
83,4,7,5
91,3,4,3
76,9,8,7
61,11,13,15
75,9,9,7
86,5,5,4
55,9,17,19
60,8,13,19
74,4,10,12
71,10,9,10
67,7,14,12
80,7,7,7
69,10,12,9
71,9,11,9
77,8,8,7
69,11,9,10
39,10,13,39
64,10,9,17
26,7,12,55
39,7,13,41
64,6,9,21
27,9,13,51
47,9,13,31
32,14,13,41
53,5,12,30
39,6,14,40
48,7,13,32
51,11,13,26
59,7,12,22
73,2,15,9
90,1,6,3
83,2,10,4
91,1,6,1
76,2,16,6
86,2,7,5
93,2,4,1
93,1,4,2
81,1,12,6
83,3,9,5
87,1,6,6
95,1,3,1
83,2,9,6
89,2,5,4
90,2,5,3
93,1,4,2
81,2,10,6
94,1,4,2
90,2,4,4
83,3,8,6
84,3,7,5
46,9,16,29
84,3,8,5
94,1,3,2
95,1,3,1
96,1,2,1
95,1,4,1
94,1,4,1
73,5,15,7
95,1,3,0
95,1,3,1
96,1,3,0
97,0,2,1
98,0,1,1
96,0,3,1
93,1,4,2
94,1,3,1
90,2,5,3
97,1,2,1
88,3,5,4
95,1,3,1
98,0,2,0
96,1,3,1
95,1,2,2
93,1,3,3
97,1,2,1
96,1,2,1
96,1,2,1
95,1,2,1
98,0,1,0
90,1,4,5
95,1,3,1
96,0,3,1
95,1,4,1
